PDB_ID,Chain,PWM_ID,UniProt_ID,TF_Class,TF_Family,Pfam_ID,Pfam_Name
5x07,C,MA0047.3.jaspar,Q9Y261,Fork head/winged helix factors,FOX,PF00250|PF08430|PF09354,Forkhead|Forkhead_N|HNF_C
5x07,C,FOXA2_HUMAN.H11MO.0.A,FOXA2_HUMAN,Unknown,Unknown,PF00250|PF08430|PF09354,Forkhead|Forkhead_N|HNF_C
5x07,L,MA0047.3.jaspar,Q9Y261,Fork head/winged helix factors,FOX,PF00250|PF08430|PF09354,Forkhead|Forkhead_N|HNF_C
5x07,L,FOXA2_HUMAN.H11MO.0.A,FOXA2_HUMAN,Unknown,Unknown,PF00250|PF08430|PF09354,Forkhead|Forkhead_N|HNF_C
5x07,I,MA0047.3.jaspar,Q9Y261,Fork head/winged helix factors,FOX,PF00250|PF08430|PF09354,Forkhead|Forkhead_N|HNF_C
5x07,I,FOXA2_HUMAN.H11MO.0.A,FOXA2_HUMAN,Unknown,Unknown,PF00250|PF08430|PF09354,Forkhead|Forkhead_N|HNF_C
5x07,F,MA0047.3.jaspar,Q9Y261,Fork head/winged helix factors,FOX,PF00250|PF08430|PF09354,Forkhead|Forkhead_N|HNF_C
5x07,F,FOXA2_HUMAN.H11MO.0.A,FOXA2_HUMAN,Unknown,Unknown,PF00250|PF08430|PF09354,Forkhead|Forkhead_N|HNF_C
1vtn,C,MA1683.1.jaspar,P55318,Fork head/winged helix factors,FOX,PF00250|PF08430,Forkhead|Forkhead_N
1vtn,C,FOXA3_HUMAN.H11MO.0.B,FOXA3_HUMAN,Unknown,Unknown,PF00250|PF08430,Forkhead|Forkhead_N
1awc,A,GABPA_MOUSE.H11MO.0.A,GABPA_MOUSE,Unknown,Unknown,PF00178|PF11620|PF02198,Ets|GABP-alpha|SAM_PNT
7o56,C,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7o56,C,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
7ogs,E,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7ogs,E,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
7o56,B,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7o56,B,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
7o56,A,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7o56,A,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
7ogs,B,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7ogs,B,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
7jm4,G,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7jm4,G,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
7jm4,A,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7jm4,A,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
7jm4,H,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7jm4,H,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
7oot,A,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7oot,A,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
7ogs,A,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7ogs,A,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
7jm4,B,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7jm4,B,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
7oot,B,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7oot,B,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
7ogs,F,IRF4_HUMAN.H11MO.0.A,IRF4_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
7ogs,F,MA1419.1.jaspar,Q15306,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
2xsd,C,PO3F1_MOUSE.H11MO.0.C,PO3F1_MOUSE,Unknown,Unknown,PF00046|PF00157,Homeodomain|Pou
6yov,K,PO5F1_HUMAN.H11MO.0.A,PO5F1_HUMAN,Unknown,Unknown,PF00046|PF00157,Homeodomain|Pou
6yov,K,MA1115.1.jaspar,Q01860,Homeo domain factors,POU domain factors,PF00046|PF00157,Homeodomain|Pou
6t90,K,PO5F1_HUMAN.H11MO.0.A,PO5F1_HUMAN,Unknown,Unknown,PF00046|PF00157,Homeodomain|Pou
6t90,K,MA1115.1.jaspar,Q01860,Homeo domain factors,POU domain factors,PF00046|PF00157,Homeodomain|Pou
5kl3,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
2jp9,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
6blw,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
5kl6,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
6b0p,D,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
4r2p,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
6b0p,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
2jpa,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
6b0o,D,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
6b0q,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
2prt,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
5kl4,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
4r2e,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
6b0r,D,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
5kl2,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
6b0o,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
4r2q,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
4r2s,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
5kl7,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
5kl5,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
6b0r,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
6b0q,D,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
4r2r,A,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
5kl4,D,WT1_HUMAN.H11MO.0.C,WT1_HUMAN,Unknown,Unknown,PF02165|PF00096,WT1|zf-C2H2
3u2b,C,SOX4_MOUSE.H11MO.0.A,SOX4_MOUSE,Unknown,Unknown,PF00505,HMG_box
1nkp,D,MA0147.3.jaspar,P01106,Basic helix-loop-helix factors (bHLH),bHLH-ZIP,PF00010|PF02344|PF01056,HLH|Myc-LZ|Myc_N
1nkp,D,MYC_HUMAN.H11MO.0.A,MYC_HUMAN,Unknown,Unknown,PF00010|PF02344|PF01056,HLH|Myc-LZ|Myc_N
1nkp,A,MA0147.3.jaspar,P01106,Basic helix-loop-helix factors (bHLH),bHLH-ZIP,PF00010|PF02344|PF01056,HLH|Myc-LZ|Myc_N
1nkp,A,MYC_HUMAN.H11MO.0.A,MYC_HUMAN,Unknown,Unknown,PF00010|PF02344|PF01056,HLH|Myc-LZ|Myc_N
5i50,B,MA0147.3.jaspar,P01106,Basic helix-loop-helix factors (bHLH),bHLH-ZIP,PF00010|PF02344|PF01056,HLH|Myc-LZ|Myc_N
5i50,B,MYC_HUMAN.H11MO.0.A,MYC_HUMAN,Unknown,Unknown,PF00010|PF02344|PF01056,HLH|Myc-LZ|Myc_N
5i50,A,MA0147.3.jaspar,P01106,Basic helix-loop-helix factors (bHLH),bHLH-ZIP,PF00010|PF02344|PF01056,HLH|Myc-LZ|Myc_N
5i50,A,MYC_HUMAN.H11MO.0.A,MYC_HUMAN,Unknown,Unknown,PF00010|PF02344|PF01056,HLH|Myc-LZ|Myc_N
6f59,B,MA0009.2.jaspar,O15178,T-Box factors,Brachyury-related factors,PF00907,T-box
6f59,B,BRAC_HUMAN.H11MO.0.A,BRAC_HUMAN,Unknown,Unknown,PF00907,T-box
6f58,B,MA0009.2.jaspar,O15178,T-Box factors,Brachyury-related factors,PF00907,T-box
6f58,B,BRAC_HUMAN.H11MO.0.A,BRAC_HUMAN,Unknown,Unknown,PF00907,T-box
6f59,A,MA0009.2.jaspar,O15178,T-Box factors,Brachyury-related factors,PF00907,T-box
6f59,A,BRAC_HUMAN.H11MO.0.A,BRAC_HUMAN,Unknown,Unknown,PF00907,T-box
6f58,A,MA0009.2.jaspar,O15178,T-Box factors,Brachyury-related factors,PF00907,T-box
6f58,A,BRAC_HUMAN.H11MO.0.A,BRAC_HUMAN,Unknown,Unknown,PF00907,T-box
5gzb,A,TEAD4_HUMAN.H11MO.0.A,TEAD4_HUMAN,Unknown,Unknown,PF01285|PF17725,TEA|YBD
5gzb,A,MA0809.2.jaspar,Q15561,TEA domain factors,TEF-1-related factors,PF01285|PF17725,TEA|YBD
5no6,N,TEAD4_HUMAN.H11MO.0.A,TEAD4_HUMAN,Unknown,Unknown,PF01285|PF17725,TEA|YBD
5no6,N,MA0809.2.jaspar,Q15561,TEA domain factors,TEF-1-related factors,PF01285|PF17725,TEA|YBD
5no6,I,TEAD4_HUMAN.H11MO.0.A,TEAD4_HUMAN,Unknown,Unknown,PF01285|PF17725,TEA|YBD
5no6,I,MA0809.2.jaspar,Q15561,TEA domain factors,TEF-1-related factors,PF01285|PF17725,TEA|YBD
5nnx,A,TEAD1_HUMAN.H11MO.0.A,TEAD1_HUMAN,Unknown,Unknown,PF01285|PF17725,TEA|YBD
5nnx,A,MA0090.3.jaspar,P28347,TEA domain factors,TEF-1-related factors,PF01285|PF17725,TEA|YBD
1kb4,B,MA0693.2.jaspar,P48281,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PF00104|PF00105,Hormone_recep|zf-C4
1kb4,B,VDR_HUMAN.H11MO.0.A,VDR_HUMAN,Unknown,Unknown,PF00104|PF00105,Hormone_recep|zf-C4
1kb6,A,MA0693.2.jaspar,P48281,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PF00104|PF00105,Hormone_recep|zf-C4
1kb6,A,VDR_HUMAN.H11MO.0.A,VDR_HUMAN,Unknown,Unknown,PF00104|PF00105,Hormone_recep|zf-C4
1kb6,B,MA0693.2.jaspar,P48281,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PF00104|PF00105,Hormone_recep|zf-C4
1kb6,B,VDR_HUMAN.H11MO.0.A,VDR_HUMAN,Unknown,Unknown,PF00104|PF00105,Hormone_recep|zf-C4
1ynw,A,MA0693.2.jaspar,P48281,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PF00104|PF00105,Hormone_recep|zf-C4
1ynw,A,VDR_HUMAN.H11MO.0.A,VDR_HUMAN,Unknown,Unknown,PF00104|PF00105,Hormone_recep|zf-C4
1kb2,B,MA0693.2.jaspar,P48281,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PF00104|PF00105,Hormone_recep|zf-C4
1kb2,B,VDR_HUMAN.H11MO.0.A,VDR_HUMAN,Unknown,Unknown,PF00104|PF00105,Hormone_recep|zf-C4
1kb4,A,MA0693.2.jaspar,P48281,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PF00104|PF00105,Hormone_recep|zf-C4
1kb4,A,VDR_HUMAN.H11MO.0.A,VDR_HUMAN,Unknown,Unknown,PF00104|PF00105,Hormone_recep|zf-C4
1kb2,A,MA0693.2.jaspar,P48281,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PF00104|PF00105,Hormone_recep|zf-C4
1kb2,A,VDR_HUMAN.H11MO.0.A,VDR_HUMAN,Unknown,Unknown,PF00104|PF00105,Hormone_recep|zf-C4
1hbx,G,UN0118.1.jaspar,,Unknown,Unknown,Unknown,Unknown
1hbx,G,ELK4_HUMAN.H11MO.0.A,ELK4_HUMAN,Unknown,Unknown,PF00178,Ets
1hbx,H,UN0118.1.jaspar,,Unknown,Unknown,Unknown,Unknown
1hbx,H,ELK4_HUMAN.H11MO.0.A,ELK4_HUMAN,Unknown,Unknown,PF00178,Ets
1bc8,C,UN0118.1.jaspar,,Unknown,Unknown,Unknown,Unknown
1bc8,C,ELK4_HUMAN.H11MO.0.A,ELK4_HUMAN,Unknown,Unknown,PF00178,Ets
1k6o,A,UN0118.1.jaspar,,Unknown,Unknown,Unknown,Unknown
1k6o,A,ELK4_HUMAN.H11MO.0.A,ELK4_HUMAN,Unknown,Unknown,PF00178,Ets
1bc7,C,UN0118.1.jaspar,,Unknown,Unknown,Unknown,Unknown
1bc7,C,ELK4_HUMAN.H11MO.0.A,ELK4_HUMAN,Unknown,Unknown,PF00178,Ets
1lfu,P,PBX1_MOUSE.H11MO.0.A,PBX1_MOUSE,Unknown,Unknown,PF05920|PF03792,Homeobox_KN|PBC
1b72,B,MA0070.1.jaspar,P40424,Homeo domain factors,TALE-type homeo domain factors,PF05920|PF03792,Homeobox_KN|PBC
1b72,B,PBX1_HUMAN.H11MO.0.A,PBX1_HUMAN,Unknown,Unknown,PF05920|PF03792,Homeobox_KN|PBC
1puf,B,MA0070.1.jaspar,P40424,Homeo domain factors,TALE-type homeo domain factors,PF05920|PF03792,Homeobox_KN|PBC
1puf,B,PBX1_HUMAN.H11MO.0.A,PBX1_HUMAN,Unknown,Unknown,PF05920|PF03792,Homeobox_KN|PBC
2r5z,B,MA0222.1.jaspar,P40427,Homeo domain factors,TALE-type homeo domain factors,PF05920|PF03792,Homeobox_KN|PBC
2r5y,B,MA0222.1.jaspar,P40427,Homeo domain factors,TALE-type homeo domain factors,PF05920|PF03792,Homeobox_KN|PBC
5zjs,B,MA0222.1.jaspar,P40427,Homeo domain factors,TALE-type homeo domain factors,PF05920|PF03792,Homeobox_KN|PBC
5zjr,B,MA0222.1.jaspar,P40427,Homeo domain factors,TALE-type homeo domain factors,PF05920|PF03792,Homeobox_KN|PBC
4uus,F,MA0222.1.jaspar,P40427,Homeo domain factors,TALE-type homeo domain factors,PF05920|PF03792,Homeobox_KN|PBC
5zjt,B,MA0222.1.jaspar,P40427,Homeo domain factors,TALE-type homeo domain factors,PF05920|PF03792,Homeobox_KN|PBC
1b8i,B,MA0222.1.jaspar,P40427,Homeo domain factors,TALE-type homeo domain factors,PF05920|PF03792,Homeobox_KN|PBC
4uus,B,MA0222.1.jaspar,P40427,Homeo domain factors,TALE-type homeo domain factors,PF05920|PF03792,Homeobox_KN|PBC
5zjq,B,MA0222.1.jaspar,P40427,Homeo domain factors,TALE-type homeo domain factors,PF05920|PF03792,Homeobox_KN|PBC
4cyc,B,MA0222.1.jaspar,P40427,Homeo domain factors,TALE-type homeo domain factors,PF05920|PF03792,Homeobox_KN|PBC
1dux,F,MA0028.2.jaspar,P19419,Tryptophan cluster factors,Ets-related,PF00178,Ets
1dux,F,ELK1_HUMAN.H11MO.0.B,ELK1_HUMAN,Unknown,Unknown,PF00178,Ets
1dux,C,MA0028.2.jaspar,P19419,Tryptophan cluster factors,Ets-related,PF00178,Ets
1dux,C,ELK1_HUMAN.H11MO.0.B,ELK1_HUMAN,Unknown,Unknown,PF00178,Ets
2o6g,F,IRF3_HUMAN.H11MO.0.B,IRF3_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
2o6g,F,MA1418.1.jaspar,Q14653,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
2o6g,E,IRF3_HUMAN.H11MO.0.B,IRF3_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
2o6g,E,MA1418.1.jaspar,Q14653,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
2o6g,G,IRF3_HUMAN.H11MO.0.B,IRF3_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
2o6g,G,MA1418.1.jaspar,Q14653,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
2pi0,D,IRF3_HUMAN.H11MO.0.B,IRF3_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
2pi0,D,MA1418.1.jaspar,Q14653,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
2pi0,B,IRF3_HUMAN.H11MO.0.B,IRF3_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
2pi0,B,MA1418.1.jaspar,Q14653,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
1t2k,B,IRF3_HUMAN.H11MO.0.B,IRF3_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
1t2k,B,MA1418.1.jaspar,Q14653,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
2o6g,H,IRF3_HUMAN.H11MO.0.B,IRF3_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
2o6g,H,MA1418.1.jaspar,Q14653,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
1t2k,A,IRF3_HUMAN.H11MO.0.B,IRF3_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
1t2k,A,MA1418.1.jaspar,Q14653,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
2pi0,A,IRF3_HUMAN.H11MO.0.B,IRF3_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
2pi0,A,MA1418.1.jaspar,Q14653,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
2o61,A,IRF3_HUMAN.H11MO.0.B,IRF3_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
2o61,A,MA1418.1.jaspar,Q14653,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
2pi0,C,IRF3_HUMAN.H11MO.0.B,IRF3_HUMAN,Unknown,Unknown,PF00605|PF10401,IRF|IRF-3
2pi0,C,MA1418.1.jaspar,Q14653,Tryptophan cluster factors,Interferon-regulatory factors,PF00605|PF10401,IRF|IRF-3
6a8r,A,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
6a8r,A,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
5zfz,A,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
5zfz,A,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
6u82,A,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
6u82,A,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
6u81,A,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
6u81,A,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
6dfy,D,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
6dfy,D,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
6u82,D,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
6u82,D,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
6a8r,B,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
6a8r,B,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
5zfw,A,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
5zfw,A,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
5z6z,A,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
5z6z,A,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
5z2t,C,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
5z2t,C,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
5zfy,A,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
5zfy,A,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
6e8c,A,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
6e8c,A,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
5z2t,D,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
5z2t,D,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
6dfy,C,MA0468.1.jaspar,Q9UBX2,Homeo domain factors,Paired-related HD factors,PF00046,Homeodomain
6dfy,C,DUX4_HUMAN.H11MO.0.A,DUX4_HUMAN,Unknown,Unknown,PF00046,Homeodomain
6pax,A,MA0069.1.jaspar,P26367,Paired box factors,Paired plus homeo domain,PF00046|PF00292,Homeodomain|PAX
6pax,A,PAX6_HUMAN.H11MO.0.C,PAX6_HUMAN,Unknown,Unknown,PF00046|PF00292,Homeodomain|PAX
4m9v,C,ZFP57_MOUSE.H11MO.0.B,ZFP57_MOUSE,Unknown,Unknown,PF01352|PF00096,KRAB|zf-C2H2
4m9v,F,ZFP57_MOUSE.H11MO.0.B,ZFP57_MOUSE,Unknown,Unknown,PF01352|PF00096,KRAB|zf-C2H2
4gzn,C,ZFP57_MOUSE.H11MO.0.B,ZFP57_MOUSE,Unknown,Unknown,PF01352|PF00096,KRAB|zf-C2H2
4j19,B,MA0895.1.jaspar,Q6NT76,Homeo domain factors,POU domain factors,PF04814|PF00046,HNF-1_N|Homeodomain
4j19,A,MA0895.1.jaspar,Q6NT76,Homeo domain factors,POU domain factors,PF04814|PF00046,HNF-1_N|Homeodomain
2vy1,A,MA0590.1.jaspar,Q00958,LEAFY,,PF17538|PF01698,C_LFY_FLO|SAM_LFY
2vy2,A,MA0590.1.jaspar,Q00958,LEAFY,,PF17538|PF01698,C_LFY_FLO|SAM_LFY
6l6y,F,MA0078.1.jaspar,Q61473,High-mobility group (HMG) domain factors,SOX-related factors,PF00505|PF12067,HMG_box|Sox17_18_mid
3f27,D,MA0078.1.jaspar,Q61473,High-mobility group (HMG) domain factors,SOX-related factors,PF00505|PF12067,HMG_box|Sox17_18_mid
6l6y,D,MA0078.1.jaspar,Q61473,High-mobility group (HMG) domain factors,SOX-related factors,PF00505|PF12067,HMG_box|Sox17_18_mid
2r5z,A,MA0203.1.jaspar,P09077,Homeo domain factors,HOX,PF00046,Homeodomain
2r5y,A,MA0203.1.jaspar,P09077,Homeo domain factors,HOX,PF00046,Homeodomain
4lmg,A,MA0270.1.jaspar,Q08957,,,PF08731,AFT
4lmg,C,MA0270.1.jaspar,Q08957,,,PF08731,AFT
4lmg,B,MA0270.1.jaspar,Q08957,,,PF08731,AFT
4lmg,D,MA0270.1.jaspar,Q08957,,,PF08731,AFT
1ubd,C,TYY1_HUMAN.H11MO.0.A,TYY1_HUMAN,Unknown,Unknown,PF00096,zf-C2H2
1ubd,C,MA0095.2.jaspar,Q00899,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,PF00096,zf-C2H2
1cf7,A,MA0470.2.jaspar,Q16254,Fork head/winged helix factors,E2F,PF16421|PF02319,E2F_CC-MB|WHD_E2F_TDP
1cf7,A,E2F4_HUMAN.H11MO.0.A,E2F4_HUMAN,Unknown,Unknown,PF16421|PF02319,E2F_CC-MB|WHD_E2F_TDP
3vek,C,MA0035.3.jaspar,P15976,Other C4 zinc finger-type factors,C4-GATA-related,PF00320,GATA
3vek,C,GATA1_MOUSE.H11MO.0.A,GATA1_MOUSE,Unknown,Unknown,PF00320,GATA
3vd6,C,MA0035.3.jaspar,P15976,Other C4 zinc finger-type factors,C4-GATA-related,PF00320,GATA
3vd6,C,GATA1_MOUSE.H11MO.0.A,GATA1_MOUSE,Unknown,Unknown,PF00320,GATA
3vek,F,MA0035.3.jaspar,P15976,Other C4 zinc finger-type factors,C4-GATA-related,PF00320,GATA
3vek,F,GATA1_MOUSE.H11MO.0.A,GATA1_MOUSE,Unknown,Unknown,PF00320,GATA
6cnq,A,MBD2_HUMAN.H11MO.0.B,MBD2_HUMAN,Unknown,Unknown,PF01429|PF14048|PF16564,MBD|MBD_C|MBDa
