pilot,stage,pdb_id,state,n_iface_res,n_segments,seq_ident,iRMSD_global,iRMSD_seg_max,iRMSD_seg_mean,fnat
runx,stage3,1hjc,86,18,3,1.0,4.862,3.254,1.589,0.576
runx,stage3,1hjc,87,18,3,1.0,6.562,4.077,1.934,0.212
runx,stage3,1hjc,88,18,3,1.0,4.538,4.809,2.24,0.364
runx,stage3,1hjc,89,18,3,1.0,3.793,3.128,1.518,0.455
runx,stage3,1hjc,90,18,3,1.0,2.769,3.231,1.393,0.576
runx,stage3,1hjc,91,18,3,1.0,4.064,3.092,1.46,0.364
runx,stage3,1hjc,92,18,3,1.0,7.488,2.959,1.403,0.091
runx,stage3,1hjc,93,18,3,1.0,4.305,5.797,2.284,0.667
runx,stage3,1hjc,94,18,3,1.0,3.855,2.529,1.376,0.394
runx,stage3,1hjc,95,18,3,1.0,4.113,4.728,2.373,0.394
runx,stage3,1hjc,96,18,3,1.0,4.903,4.284,1.729,0.515
runx,stage3,1hjc,97,18,3,1.0,3.346,3.69,2.173,0.606
tbp,stage3,1tgh,1,40,6,1.0,0.671,0.479,0.408,0.782
tbp,stage3,1tgh,2,40,6,1.0,0.822,0.601,0.417,0.756
tbp,stage3,1tgh,3,40,6,1.0,0.497,0.484,0.315,0.782
tbp,stage3,1tgh,4,40,6,1.0,1.422,0.572,0.393,0.705
tbp,stage3,1tgh,5,40,6,1.0,1.64,0.537,0.453,0.679
tbp,stage3,1tgh,6,40,6,1.0,1.482,0.632,0.45,0.641
tbp,stage3,1tgh,7,40,6,1.0,1.041,0.517,0.405,0.718
tbp,stage3,1tgh,8,40,6,1.0,2.328,0.48,0.385,0.59
tbp,stage3,1tgh,9,40,6,1.0,0.477,0.575,0.357,0.821
tbp,stage3,1tgh,10,40,6,1.0,1.532,0.616,0.459,0.692
tbp,stage3,1tgh,11,40,6,1.0,1.334,0.702,0.495,0.705
tbp,stage3,1tgh,12,40,6,1.0,1.306,0.621,0.382,0.769
tbp,stage3,1tgh,13,40,6,1.0,0.928,0.633,0.436,0.782
tbp,stage3,1tgh,14,40,6,1.0,1.708,0.566,0.431,0.551
tbp,stage3,1tgh,15,40,6,1.0,1.701,1.267,0.629,0.692
tbp,stage3,1tgh,16,40,6,1.0,1.203,0.889,0.45,0.692
tbp,stage3,1tgh,17,40,6,1.0,0.72,0.564,0.396,0.897
tbp,stage3,1tgh,18,40,6,1.0,1.776,0.862,0.451,0.615
tbp,stage3,1tgh,19,40,6,1.0,1.788,0.822,0.538,0.821
tbp,stage3,1tgh,20,40,6,1.0,1.144,1.568,0.583,0.731
tbp,stage3,1tgh,21,40,6,1.0,1.172,1.457,0.632,0.756
tbp,stage3,1tgh,22,40,6,1.0,1.874,0.67,0.454,0.667
tbp,stage3,1tgh,24,40,6,1.0,1.003,0.857,0.479,0.718
tbp,stage3,1tgh,25,40,6,1.0,0.608,0.546,0.375,0.808
tbp,stage3,1tgh,26,40,6,1.0,1.227,0.46,0.34,0.744
tbp,stage3,1tgh,28,40,6,1.0,0.614,0.556,0.388,0.756
tbp,stage3,1tgh,29,40,6,1.0,0.763,0.668,0.397,0.808
tbp,stage3,1tgh,30,40,6,1.0,1.23,0.582,0.43,0.654
tbp,stage3,1tgh,31,40,6,1.0,0.922,0.645,0.421,0.744
tbp,stage3,1tgh,32,40,6,1.0,0.943,0.89,0.506,0.769
tbp,stage3,1tgh,33,40,6,1.0,0.921,0.462,0.365,0.859
tbp,stage3,1tgh,34,40,6,1.0,0.641,0.548,0.356,0.846
tbp,stage3,1tgh,35,40,6,1.0,0.826,0.572,0.417,0.833
tbp,stage3,1tgh,36,40,6,1.0,0.61,0.468,0.385,0.756
tbp,stage3,1tgh,37,40,6,1.0,1.058,0.523,0.365,0.769
tbp,stage3,1tgh,38,40,6,1.0,1.312,0.524,0.438,0.744
tbp,stage3,1tgh,39,40,6,1.0,0.896,0.522,0.382,0.808
tbp,stage3,1tgh,40,40,6,1.0,0.922,0.732,0.518,0.782
tbp,stage3,1tgh,41,40,6,1.0,0.867,0.573,0.387,0.782
tbp,stage3,1tgh,42,40,6,1.0,1.87,0.86,0.479,0.808
tbp,stage3,1tgh,43,40,6,1.0,1.512,0.487,0.415,0.641
tbp,stage3,1tgh,44,40,6,1.0,0.829,0.874,0.45,0.859
tbp,stage3,1tgh,45,40,6,1.0,0.908,0.684,0.437,0.769
tbp,stage3,1tgh,46,40,6,1.0,0.594,0.638,0.397,0.782
tbp,stage3,1tgh,47,40,6,1.0,0.938,0.583,0.416,0.769
tbp,stage3,1tgh,48,40,6,1.0,1.359,1.204,0.517,0.756
tbp,stage3,1tgh,49,40,6,1.0,1.392,0.566,0.438,0.808
tbp,stage3,1tgh,50,40,6,1.0,1.213,1.0,0.496,0.872
tbp,stage3,1tgh,51,40,6,1.0,0.659,0.689,0.382,0.692
tbp,stage3,1tgh,52,40,6,1.0,1.215,0.65,0.53,0.692
tbp,stage3,1tgh,53,40,6,1.0,0.842,0.656,0.428,0.808
tbp,stage3,1tgh,54,40,6,1.0,0.718,0.491,0.393,0.769
tbp,stage3,1tgh,55,40,6,1.0,0.851,0.759,0.446,0.795
tbp,stage3,1tgh,56,40,6,1.0,1.166,0.587,0.419,0.821
tbp,stage3,1tgh,57,40,6,1.0,0.712,0.549,0.397,0.808
tbp,stage3,1tgh,58,40,6,1.0,0.938,0.738,0.495,0.692
tbp,stage3,1tgh,59,40,6,1.0,0.624,0.482,0.392,0.731
tbp,stage3,1tgh,60,40,6,1.0,0.764,0.46,0.349,0.769
tbp,stage3,1tgh,61,40,6,1.0,1.343,0.537,0.391,0.782
tbp,stage3,1tgh,62,40,6,1.0,1.452,0.759,0.58,0.744
tbp,stage3,1tgh,63,40,6,1.0,0.86,0.579,0.408,0.833
tbp,stage3,1tgh,64,40,6,1.0,0.869,0.557,0.396,0.833
tbp,stage3,1tgh,65,40,6,1.0,1.798,0.563,0.439,0.667
tbp,stage3,1tgh,66,40,6,1.0,1.276,0.55,0.405,0.705
tbp,stage3,1tgh,67,40,6,1.0,1.237,0.515,0.447,0.756
tbp,stage3,1tgh,68,40,6,1.0,1.586,0.629,0.454,0.731
tbp,stage3,1tgh,69,40,6,1.0,0.616,0.564,0.331,0.833
tbp,stage3,1tgh,70,40,6,1.0,0.56,0.549,0.398,0.795
tbp,stage3,1tgh,71,40,6,1.0,0.922,0.65,0.419,0.756
tbp,stage3,1tgh,72,40,6,1.0,1.471,2.007,0.748,0.744
tbp,stage3,1tgh,73,40,6,1.0,0.892,0.587,0.421,0.705
tbp,stage3,1tgh,74,40,6,1.0,0.985,0.579,0.432,0.744
tbp,stage3,1tgh,75,40,6,1.0,0.794,0.61,0.42,0.744
tbp,stage3,1tgh,76,40,6,1.0,0.825,0.726,0.427,0.821
tbp,stage3,1tgh,77,40,6,1.0,1.011,0.685,0.412,0.756
tbp,stage3,1tgh,78,40,6,1.0,1.084,0.742,0.465,0.795
tbp,stage3,1tgh,79,40,6,1.0,1.107,1.235,0.625,0.756
tbp,stage3,1tgh,80,40,6,1.0,1.072,0.599,0.343,0.769
tbp,stage3,1tgh,81,40,6,1.0,0.834,0.508,0.385,0.833
tbp,stage3,1tgh,82,40,6,1.0,2.461,0.861,0.619,0.615
tbp,stage3,1tgh,83,40,6,1.0,0.91,0.802,0.5,0.769
tbp,stage3,1tgh,84,40,6,1.0,0.852,0.535,0.351,0.833
tbp,stage3,1tgh,86,40,6,1.0,0.712,0.559,0.395,0.795
tbp,stage3,1tgh,87,40,6,1.0,0.821,0.545,0.373,0.821
tbp,stage3,1tgh,88,40,6,1.0,1.076,0.661,0.445,0.705
tbp,stage3,1tgh,89,40,6,1.0,0.743,0.696,0.468,0.833
tbp,stage3,1tgh,90,40,6,1.0,1.564,1.872,0.641,0.795
tbp,stage3,1tgh,91,40,6,1.0,1.211,1.085,0.588,0.731
tbp,stage3,1tgh,92,40,6,1.0,2.128,1.83,0.705,0.526
tbp,stage3,1tgh,93,40,6,1.0,0.828,0.533,0.454,0.744
tbp,stage3,1tgh,94,40,6,1.0,0.706,0.637,0.393,0.782
tbp,stage3,1tgh,95,40,6,1.0,0.81,0.54,0.401,0.782
tbp,stage3,1tgh,96,40,6,1.0,1.149,0.624,0.496,0.679
tbp,stage3,1tgh,97,40,6,1.0,0.881,0.565,0.375,0.731
